event
       1.98079       3.30083             2           0.5
      -1.03857      -2.91983             7           0.5
      -2.81517       1.29952            10           0.5
       1.54023       4.32838             3           0.5
       3.36231       1.74157             2           0.5
       2.54544     -0.463778             5           0.5
     -0.232304      0.109138             8           0.5
      -0.14059       3.88186             9           0.5
      -1.12469      -1.29132             5           0.5
       0.19484      -3.76435             4           0.5
       1.78969      -2.17189             5           0.5
      -2.29972      -1.36206             3           0.5
       2.21463      0.827696             6           0.5
     -0.186937      -4.29621             5           0.5
       1.32566       4.69121             1           0.5
       3.11274       2.02192             3           0.5
     -0.872507      0.603133             5           0.5
      -2.72689     -0.716995             6           0.5
       3.50616       3.85586             1           0.5
       -1.2005       3.33908             8           0.5
        -3.622      -1.35743             8           0.5
       2.04561      -4.64022             1           0.5
       -2.4368      -3.46589             7           0.5
      -3.84997     -0.685341             9           0.5
     -0.107913     0.0692988             6           0.5
       2.25345       2.96174             2           0.5
       4.42748     -0.343913             3           0.5
       3.24469      0.771884             2           0.5
      0.562562       3.31712            11           0.5
      0.233814      -1.82257             6           0.5
       1.58622      -1.17273             4           0.5
       2.84134      -1.58324             5           0.5
       3.25577      -1.67034             3           0.5
       2.95791       2.23729             3           0.5
     -0.364053      -1.80236             6           0.5
      -1.32647     -0.820782             7           0.5
      -2.06771       1.25544             7           0.5
      0.650271      -5.16695             2           0.5
      -4.35689       4.36922             5           0.5
      0.694679      -5.77888             3           0.5
        1.9752      -4.67904             1           0.5
      -1.21895       2.08361             8           0.5
       2.81337       -2.2836             5           0.5
      -2.64028      -1.39661             9           0.5
        3.7419      -1.79381             1           0.5
      0.203559      -3.39517             6           0.5
       2.50989       1.86153             6           0.5
      -0.15149      -3.95114            10           0.5
      0.844472       -2.7488             7           0.5
       2.74254       2.22869             2           0.5
     -0.107786      -5.88604             1           0.5
       1.05649       3.92602             7           0.5
      -2.34456      -1.24848             7           0.5
       5.13445       2.80248             1           0.5
     -0.139537        4.5455             5           0.5
      0.042238      -2.19432             8           0.5
       4.28884      -0.97352             2           0.5
       2.26952      -3.38541             2           0.5
     0.0345486     -0.467316             8           0.5
      0.321911    -0.0444076             7           0.5
       -1.4962      0.536181             8           0.5
     -0.336791       1.00843             7           0.5
      0.621297       3.31858             8           0.5
     -0.716268       3.43074             7           0.5
        1.4243       3.24975             5           0.5
       4.54448      0.889525             3           0.5
       -2.7684       3.84869             7           0.5
      -3.46383       -1.3549             5           0.5
       2.09424       3.85139             3           0.5
       4.43922      -1.33842             1           0.5
        2.7642      -4.21317             1           0.5
     -0.494873      -5.54254             4           0.5
       5.44186     -0.772427             2           0.5
       -2.3166       4.50794             5           0.5
       4.30033      -1.65622             1           0.5
      -1.67183      -4.68749             6           0.5
       1.33629       4.76454             1           0.5
         4.596       1.40467             2           0.5
       -1.0008      -1.77615             7           0.5
       4.89863     -0.470631             3           0.5
       2.33938      0.374208             8           0.5
